797,700
798,700
799,700
800,700
801,700
802,700
804,700
805,700
806,0
807,700
808,700
811,700
812,650
813,700
814,700
815,700
816,700
817,700
818,700
819,700
820,700
821,700
822,700
823,700
824,700
825,700
826,700
827,700
828,700
829,700
830,700
831,700
832,700
833,700
834,700
835,700
836,700
837,700
838,700
839,700
840,700
841,700
842,700
843,700
844,700
845,700
846,700
848,700
849,700
850,650
851,650
852,700
854,700
855,700
856,700
857,700
858,700
937,7500
938,7500
939,7500
940,0
941,15000
942,15000
943,7500
945,15000
946,15000
947,15000
949,15000
950,15000
951,15000
952,0
953,15000
954,15000
955,15000
956,7500
957,15000
958,15000
959,15000
961,7500
963,0
964,10950
965,5475
966,0
967,10950
968,10950
969,10950
970,10950
971,10950
972,7227
973,10950
974,10950
975,10950
976,10950
977,10950
979,0
980,350
981,700
982,0
983,700
985,303
987,606
988,606
989,606
990,606
991,606
992,606
993,606
994,606
995,606
996,300
997,0
998,606
1000,606
1003,606
1004,606
1005,606
1006,1690000
1007,1690000
1008,1690000
1009,1690000
1010,1690000
1011,1690000
1013,1690000
1014,1690000
1015,1690000
1016,1690000
1018,1690000
1020,1690000
1022,1690000
1023,1690000
1024,1690000
1025,0
1026,1690000
1027,1690000
1028,0
1030,1690000
1032,1690000
1033,1690000
1034,1690000
1035,1690000
1036,1690000
1039,1690000
1040,1690000
1041,1690000
1042,1690000
1043,1690000
1045,1690000
1046,1521000
1049,1690000
1050,1690000
1051,1690000
1054,1170000
1055,1521000
1056,0
1057,1170000
1058,1170000
1059,1170000
1060,1521000
1061,1521000
1062,1521000
1051,1690000
1065,1170000
1066,1170000
1067,12650
1068,12650
1069,12650
1070,12650
1071,12650
1072,12650
1073,10292
1074,12650
1075,12650
1076,12650
1077,12650
1078,12650
1079,12650
1080,12650
1083,12650
1085,12650
1086,12650
1087,2750
1088,12650
1089,12650
1090,12650
1091,12650
1092,12650
1094,5475
1095,12650
1096,12650
1097,12650
1098,12650
1100,12650
1101,12650
1102,12650
1103,0
1104,5475
1105,12650
1108,670
1109,670
1110,670
1111,670
1112,275
1113,670
1114,670
1117,670
1118,670
1120,670
1121,670
1122,670
1123,335
1124,0
1125,670
1126,670
1127,670
1128,670
1129,670
1130,670
1131,670
1132,670
1133,670
1134,670
1135,670
1136,670
1137,670
1138,670
1139,670
1141,670
1142,670
1143,670
1144,670
1145,670
1146,670
1147,670
1148,670
1150,670
1151,670
1152,670
1153,670
1155,670
1156,670
1157,670
1158,670
1159,670
1160,670
1161,670
1162,670
1163,335
1165,670
1166,670
1168,670
1169,670
1170,900
1172,900
1173,900
1174,500
1176,900
1177,900
1178,900
1182,900
1183,0
1184,0
1186,900
1187,900
978,780
1188,780
1188,780
1188,780
1192,780
1198,750
1199,0
1200,750
1201,750
1202,0
1204,750
1205,750
1208,750
1209,750
1210,750
1211,750
1212,750
1213,750
1214,773
1215,773
1216,0
1217,773
1219,773
1220,773
1221,773
1223,463.5
1224,773
1226,773
1227,773
1228,773
1229,773
1230,773
1231,386
1232,0
1233,773
1234,773
1235,773
1236,773
1237,0
1238,8260
1239,16520
1240,16520
1241,14750
1242,16520
1243,12390
1244,16520
1246,15333
1247,14750
1248,16520
1249,16520
1250,18340
1251,16520
1252,16520
1253,3500
1254,18340
1255,12390
1256,16520
1257,0
1258,0
1259,16520
1260,12390
1261,16520
1262,16520
1263,16520
1264,0
1265,16520
1266,16520
1267,12838
1268,16520
1269,16520
1270,16220
1271,16520
1272,16520
1273,16520
1274,16520
1275,0
1276,10352
1277,0
1278,16520
1279,18340
1191,390
1286,780
1295,780
1197,780
1196,780
1195,780
1194,780
1193,780
1190,780
1296,780
1300,780
1301,780
1302,780
1303,780
1304,780
1305,780
1306,780
1307,390
1308,1250000
1309,1250000
1310,1250000
1311,1250000
1312,0
1315,833333
1317,1250000
1318,1250000
1320,1250000
1321,666666
1322,916666
1323,1125000
1324,1250000
1325,1250000
1326,1250000
1327,1250000
1329,500
1330,500
1331,400
1332,400
1333,500
1334,0
1335,0
1336,0
1337,0
1338,5218
1339,14909
1340,13337
1343,14909
1344,14909
1345,13438
1346,13018
2151,1702948
2152,1356550
2153,1690000
2154,0
2157,1690000
2158,1690000
2159,1690000
2160,1521000
2161,1690000
2162,1690000
2164,1690000
2166,1690000
2167,1568238
2169,1690000
2170,0
2171,1690000
2172,1690000
2173,1702948
2174,1592500
2175,1690000
2177,1714663
2178,1690000
2179,1690000
2180,1690000
2181,1702948
2182,1690000
2183,845000
2184,1690000
2185,1170000
2186,1690000
2188,1690000
2191,1170000
2192,1690000
2158,1690000
2194,1690000
2195,1690000
2196,0
2199,1690000
2200,1690000
2201,1690000
2202,1690000
2205,1690000
2206,1690000
2207,1690000
2208,1170000
2209,0
2212,1102500
2214,1170000
2216,1170000
2218,1170000
2219,1170000
2220,1170000
2221,1170000
2222,1170000
2223,1170000
2224,1170000
2228,1170000
2229,1170000
2232,551250
2233,1170000
2235,1170000
2236,1053000
2237,1690000
2238,0
2239,1690000
2240,1690000
2242,1690000
2244,1690000
2245,1690000
2246,0
2247,1690000
2248,1690000
2249,1690000
2250,1690000
2253,1690000
2254,0
2255,0
2256,1690000
2257,0
2259,1690000
2260,1690000
2261,1690000
2262,1690000
2304,0
2305,650
2306,650
2307,650
2406,650
2407,650
2408,700
2409,130
2410,650
2412,650
2414,650
2415,600
2417,650
2418,650
2419,700
2421,700
2422,700
2423,700
2424,700
2425,700
2426,700
2427,700
2428,700
2429,700
2430,700
2431,700
2432,700
2433,700
2434,700
2435,700
2437,700
2438,700
2439,700
2440,700
2441,700
2442,700
2443,650
2444,700
2445,700
2446,700
2447,700
2351,0
2449,500
2450,500
2451,500
2452,500
2453,500
2454,500
2455,500
2456,36600
2457,149600
2458,0
2459,129800
2460,149600
2461,129800
2462,129800
2463,114033
2464,149600
2465,110000
2467,70000
2468,149600
2469,149600
2470,149600
2471,171050
2472,163900
2473,188650
2474,149600
2475,0
2476,110000
2477,0
2478,129800
2479,149600
2480,123750
2481,149600
2483,149600
2484,106150
2486,154000
2487,149600
2488,82500
2489,149600
2490,192500
2491,0
2492,0
2493,149600
2494,149600
2495,178200
2496,625
2497,625
2498,625
2499,625
2500,625
2502,625
2503,625
2504,625
2505,625
2507,625
2508,625
2509,625
2510,625
2511,625
2512,625
2513,625
2515,625
2516,625
2517,625
2518,625
2519,625
2520,625
2522,625
2523,625
2524,625
2525,625
2526,625
2527,625
2528,625
2529,625
2530,625
2531,625
2532,625
2533,625
2534,625
2535,625
2536,625
2538,625
2539,625
2540,625
2541,625
2542,625
2543,625
2544,625
2545,625
2546,625
2547,625
2548,625
2549,625
2550,625
2551,625
2552,625
2553,625
2554,625
2555,625
2556,625
2557,625
2564,700
2560,670
2558,670
2565,0
2566,700
2567,670
2568,700
2571,690
2572,690
2573,690
2562,700
2563,700
2574,640
2575,690
2577,540
2578,540
2579,15000
2580,15000
2581,772.5
2582,500
2583,500
2584,0
2585,0
2586,606
2587,606
2588,606
2589,606
2590,780
2591,12294
2592,10255
2593,13300
2594,0
2595,10884
2596,13112
2597,10162
2598,0
2599,11900
2600,12293
2601,12293
2605,12600
2606,12600
2608,12600
2609,12600
2610,12600
2611,12600
2612,12600
2613,12600
2614,0
2615,10195
2616,12600
2617,0
2618,12312
2619,12680
2620,12600
2629,780
2630,780
2631,780
2389,700
2632,700
2633,700
2634,700
2635,1814046
2636,1814046
2637,1690000
2638,1690000
2639,0
2641,780
2642,780
2643,780
2644,780
2645,1690000
2374,700
2375,700
2376,0
2377,650
2378,0
2379,120
2380,0
2368,650
2383,650
2384,650
2386,650
2388,650
2391,700
2392,700
2393,700
2390,700
2359,130
2373,700
2394,600
2360,0
2396,600
2397,650
2398,650
2648,1690000
2649,790
2404,650
2652,790
2653,790
2654,790
2655,700
2656,700
2657,700
2658,700
2659,700
2576,540
2661,0
2662,0
2663,15000
2664,15000
2665,3500
2666,0
2667,4250
2668,15000
2669,4250
2660,700
2670,700
2671,700
2672,700
2674,700
2675,700
2676,700
2677,700
2679,790
2680,790
2682,1690000
2683,1215000
2684,0
2685,790
2686,790
2569,700
2570,0
2687,780
2688,780
2689,780
2690,780
2691,0
2692,790
2694,790
2695,790
2696,790
2697,790
2698,0
2700,0
2701,30
2702,30
2703,20
2704,30
2705,30
2706,30
2707,30
2708,30
2709,790
2710,1690000
2711,1690000
2712,780
2713,780
2714,700
2715,670
2361,120
2362,120
2363,600
2364,600
2365,700
2366,650
2367,650
2369,650
2370,700
2371,700
2372,700
2381,650
2716,700
